"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","mc_race_q_do","race_name_q_do","trait_do1","trait_do2","trait_do3","trait_do4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","id","condition","boss","comm","conf","dom","employee","frnd","idvoice","intell","leadership","name","neighbr","prob","team","threat","threatpotential","trust","voice","cond_race","cond_pitch","cond_pitchC","cond_raceC"
"Headphones",NA,30,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Female","Rural",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Logan","Aiden|Elijah|Logan|William|Brad|Jackson|Terrell|Deshawn","4","0",1,1,1,1,100,100,100,100,"Scott|Brad|Brett|Tyrone|Logan|Keyshawn|Terrell|Deshawn",100,100,100,100,63,1,1,62,"Terrell|Brad|Deshawn|Tyrone|Logan|Scott|Keyshawn|Brett","everything was good",4,"FL_147|FL_146|FL_145|FL_144","Q82|Q84","Q55|Q54","Like they are a problem-solver|Confident|Threatening|Dominant|Intelligent|Trustworthy|Like they are an effective communicator","Confident|Like they are a problem-solver|Threatening|Intelligent|Trustworthy|Like they are an effective communicator|Dominant","Like they are a problem-solver|Threatening|Intelligent|Dominant|Like they are an effective communicator|Trustworthy|Confident","Like they are a problem-solver|Intelligent|Like they are an effective communicator|Trustworthy|Threatening|Dominant|Confident","your neighbor?|your employee?|your close friend?|your work project team member?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your close friend?|your work project team member?|your neighbor?|your employee?|your boss?","your close friend?|your employee?|your work project team member?|your neighbor?|your boss?","no","didnt seem confident","very soft voice","no",1,0,0,0,11,"BH",99,100,84,1,100,99,3890,99,95.5,"Deshawn",99,99,100,1,1,99,"b","Black","High",0.5,-0.5
"Speakers",NA,25,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Scott,Brett,Lucas","Grayson|Lucas|Terrell|Elijah|Scott|Liam|Brett|Deshawn","3","1",20,30,21,20,91,92,92,90,"Terrell|Deshawn|Keyshawn|Logan|Tyrone|Brad|Brett|Scott",81,71,92,91,10,9,6,11,"Logan|Terrell|Tyrone|Deshawn|Keyshawn|Scott|Brett|Brad",NA,3,"FL_145|FL_146|FL_147|FL_144","Q84|Q82","Q54|Q55","Intelligent|Confident|Threatening|Like they are a problem-solver|Dominant|Like they are an effective communicator|Trustworthy","Threatening|Confident|Like they are a problem-solver|Trustworthy|Dominant|Like they are an effective communicator|Intelligent","Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Threatening|Confident|Dominant","Like they are a problem-solver|Like they are an effective communicator|Confident|Dominant|Trustworthy|Intelligent|Threatening","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","your close friend?|your neighbor?|your boss?|your employee?|your work project team member?","your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","your employee?|your close friend?|your boss?|your neighbor?|your work project team member?","",NA,NA,NA,47,60,70,48,12,"BH",30,31,20,0,49,51,3553,41,28.25,"Terrell",61,21,50,0,23.5,53,"f","Black","High",0.5,-0.5
"Speakers",NA,42,"Some college but no degree","White",NA,"Male","Suburban",NA,4,"Other","Libertarian","The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott","William|Aiden|Scott|Grayson|Terrell|Lucas|Brett|Tyrone","2","2",56,11,10,10,100,85,100,85,"Brett|Brad|Keyshawn|Tyrone|Logan|Scott|Terrell|Deshawn",82,96,78,89,1,13,1,13,"Deshawn|Scott|Terrell|Tyrone|Brett|Logan|Keyshawn|Brad",NA,3,"FL_144|FL_146|FL_147|FL_145","Q82|Q84","Q54|Q55","Confident|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Threatening|Dominant","Trustworthy|Intelligent|Dominant|Like they are a problem-solver|Threatening|Like they are an effective communicator|Confident","Intelligent|Confident|Threatening|Like they are an effective communicator|Like they are a problem-solver|Dominant|Trustworthy","Like they are an effective communicator|Trustworthy|Confident|Dominant|Threatening|Like they are a problem-solver|Intelligent","your boss?|your employee?|your work project team member?|your close friend?|your neighbor?","your close friend?|your boss?|your work project team member?|your neighbor?|your employee?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","No","No","No","No",22,18,12,18,13,"BH",31,24,31,20,79,72,4143,54,42.5,"Terrell",86,61,60,2,21,78,"e","Black","High",0.5,-0.5
"Headphones",NA,48,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,4,"None",NA,"I do not know what the study is about",NA,"Terrell,Keyshawn,Logan,Brett","Noah|Liam|Keyshawn|Elijah|Logan|Jackson|Brett|Terrell","3","0",27,28,28,27,81,64,82,64,"Brett|Tyrone|Brad|Logan|Terrell|Scott|Keyshawn|Deshawn",75,73,77,71,34,44,34,45,"Brett|Logan|Keyshawn|Deshawn|Scott|Terrell|Brad|Tyrone","no problems",4,"FL_147|FL_145|FL_146|FL_144","Q84|Q82","Q55|Q54","Trustworthy|Threatening|Intelligent|Like they are an effective communicator|Dominant|Like they are a problem-solver|Confident","Intelligent|Like they are an effective communicator|Dominant|Like they are a problem-solver|Trustworthy|Confident|Threatening","Intelligent|Like they are an effective communicator|Trustworthy|Dominant|Like they are a problem-solver|Threatening|Confident","Trustworthy|Threatening|Like they are a problem-solver|Like they are an effective communicator|Dominant|Confident|Intelligent","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","your close friend?|your boss?|your neighbor?|your work project team member?|your employee?","your boss?|your work project team member?|your employee?|your neighbor?|your close friend?","your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","sounds artificial","no","no","no",50,50,39,30,14,"BH",43,43,51,31,51,50,7187,50,48.75,"Keyshawn",51,51,64,25,40.5,50,"c","Black","High",0.5,-0.5
"Headphones",NA,37,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Female","Rural",NA,4,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Logan","Aiden|Noah|Scott|Jackson|Logan|William|Tyrone|Keyshawn","2","1",0,0,0,0,100,100,100,100,"Keyshawn|Brad|Deshawn|Brett|Scott|Tyrone|Terrell|Logan",100,100,100,100,0,0,0,0,"Terrell|Tyrone|Brett|Keyshawn|Brad|Deshawn|Scott|Logan","I was only having my own internet issues, but the study went very well anyway.",4,"FL_146|FL_147|FL_145|FL_144","Q84|Q82","Q55|Q54","Intelligent|Like they are an effective communicator|Dominant|Confident|Like they are a problem-solver|Threatening|Trustworthy","Dominant|Trustworthy|Intelligent|Like they are an effective communicator|Confident|Threatening|Like they are a problem-solver","Trustworthy|Confident|Dominant|Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator","Intelligent|Dominant|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Threatening|Confident","your neighbor?|your employee?|your close friend?|your boss?|your work project team member?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your boss?|your close friend?|your employee?|your neighbor?|your work project team member?","no","He sounds intelligent, but kind of controlling at the same time.","He sounds like he knows what he's doing.","He sounds like he's a laid back person without a care in the world.",50,40,7,60,15,"BH",55,50,30,0,70,71,4143,61,45.25,"Tyrone",80,40,40,0,25,50,"e","Black","High",0.5,-0.5
"Headphones",NA,34,"Bachelor's degree in college (4-year)","White",NA,"Female","Rural",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn","William|Noah|Keyshawn|Grayson|Brett|Elijah|Deshawn|Logan","2","1",0,31,40,0,90,70,90,71,"Scott|Keyshawn|Brad|Tyrone|Deshawn|Brett|Terrell|Logan",100,70,60,100,10,30,10,30,"Brett|Scott|Terrell|Tyrone|Logan|Brad|Keyshawn|Deshawn",NA,2,"FL_146|FL_145|FL_147|FL_144","Q84|Q82","Q54|Q55","Trustworthy|Intelligent|Like they are a problem-solver|Dominant|Threatening|Like they are an effective communicator|Confident","Confident|Threatening|Like they are an effective communicator|Trustworthy|Intelligent|Like they are a problem-solver|Dominant","Like they are a problem-solver|Intelligent|Like they are an effective communicator|Confident|Trustworthy|Dominant|Threatening","Confident|Threatening|Trustworthy|Like they are a problem-solver|Dominant|Intelligent|Like they are an effective communicator","your employee?|your close friend?|your work project team member?|your neighbor?|your boss?","your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your close friend?|your employee?|your boss?|your work project team member?|your neighbor?","your close friend?|your employee?|your work project team member?|your boss?|your neighbor?","no","no","no","no",50,50,17,54,16,"BH",25,50,30,30,40,50,3890,50,42.5,"Keyshawn",50,40,50,0,40,50,"b","Black","High",0.5,-0.5
"Speakers",NA,63,"Master's degree","White",NA,"Male","Rural",NA,6,"None",NA,"I do not know what the study is about",NA,"Deshawn,Keyshawn","Lucas|Jackson|Keyshawn|Liam|Scott|Aiden|Brad|Deshawn","Unsure","Unsure",52,51,51,9,85,85,85,85,"Brett|Terrell|Keyshawn|Deshawn|Tyrone|Logan|Scott|Brad",52,51,51,89,11,10,11,10,"Terrell|Keyshawn|Brett|Brad|Scott|Logan|Tyrone|Deshawn","no comment",2,"FL_146|FL_144|FL_147|FL_145","Q82|Q84","Q54|Q55","Confident|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Dominant|Threatening|Intelligent","Like they are a problem-solver|Dominant|Like they are an effective communicator|Threatening|Confident|Trustworthy|Intelligent","Like they are an effective communicator|Like they are a problem-solver|Threatening|Dominant|Confident|Trustworthy|Intelligent","Like they are a problem-solver|Intelligent|Confident|Dominant|Trustworthy|Threatening|Like they are an effective communicator","your work project team member?|your neighbor?|your employee?|your boss?|your close friend?","your boss?|your work project team member?|your employee?|your neighbor?|your close friend?","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your close friend?|your work project team member?|your boss?|your neighbor?|your employee?","sinus condition?","no, just like all the others, could be canned","he sounds bored, and boring monotone","they all sound like they are reading from a script, blah, bland, emotionless...",50,50,50,50,17,"BH",50,49,52,51,50,30,6861,50,50,"Deshawn",50,49,50,26,50.5,50,"h","Black","High",0.5,-0.5
"Headphones",NA,36,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Female","Suburban",NA,1,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Jackson","Liam|Jackson|Brad|William|Tyrone|Lucas|Scott|Terrell","4","0",5,30,5,5,95,70,95,50,"Deshawn|Logan|Brett|Keyshawn|Scott|Terrell|Tyrone|Brad",90,60,90,95,5,30,5,40,"Logan|Brad|Brett|Terrell|Scott|Deshawn|Tyrone|Keyshawn",NA,3,"FL_144|FL_146|FL_147|FL_145","Q82|Q84","Q55|Q54","Confident|Like they are a problem-solver|Intelligent|Dominant|Trustworthy|Like they are an effective communicator|Threatening","Threatening|Confident|Dominant|Trustworthy|Like they are an effective communicator|Intelligent|Like they are a problem-solver","Like they are an effective communicator|Threatening|Like they are a problem-solver|Dominant|Intelligent|Confident|Trustworthy","Intelligent|Trustworthy|Threatening|Dominant|Like they are an effective communicator|Confident|Like they are a problem-solver","your employee?|your work project team member?|your neighbor?|your close friend?|your boss?","your neighbor?|your boss?|your employee?|your work project team member?|your close friend?","your employee?|your work project team member?|your close friend?|your neighbor?|your boss?","your boss?|your work project team member?|your close friend?|your employee?|your neighbor?","It sounded like they were reading.","They have a somewhat rude tone.","They seem to speak slowly and deliberately.","They sound tired or bored.",50,80,50,40,18,"BH",10,40,50,35,50,60,3553,55,46.25,"Tyrone",70,40,50,10,42.5,50,"f","Black","High",0.5,-0.5
"Speakers",NA,30,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,6,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Logan","Aiden|Elijah|Logan|Noah|Scott|Grayson|Deshawn|Terrell","4","0",3,5,7,6,94,99,92,89,"Keyshawn|Logan|Tyrone|Terrell|Brad|Brett|Deshawn|Scott",98,100,100,98,8,7,5,21,"Brad|Deshawn|Logan|Keyshawn|Tyrone|Brett|Scott|Terrell","it was a fun study to take",4,"FL_147|FL_144|FL_145|FL_146","Q82|Q84","Q54|Q55","Like they are a problem-solver|Intelligent|Like they are an effective communicator|Threatening|Trustworthy|Dominant|Confident","Dominant|Trustworthy|Threatening|Intelligent|Confident|Like they are a problem-solver|Like they are an effective communicator","Intelligent|Dominant|Like they are an effective communicator|Confident|Threatening|Trustworthy|Like they are a problem-solver","Dominant|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver|Trustworthy|Confident","your close friend?|your boss?|your work project team member?|your employee?|your neighbor?","your work project team member?|your close friend?|your employee?|your neighbor?|your boss?","your close friend?|your work project team member?|your employee?|your neighbor?|your boss?","your close friend?|your work project team member?|your boss?|your neighbor?|your employee?","not sure","none","sounds okay","soft",47,90,74,31,19,"BH",27,40,37,28,24,13,5999,54,39,"Terrell",9,25,20,10,37.5,53,"a","Black","High",0.5,-0.5
"Speakers",NA,39,"Associate degree in college (2-year)","White",NA,"Female","Rural",NA,4,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Logan,Brett","William|Aiden|Deshawn|Noah|Keyshawn|Grayson|Brett|Logan","2","2",0,0,100,0,100,50,100,100,"Keyshawn|Brett|Deshawn|Logan|Tyrone|Terrell|Scott|Brad",100,100,100,100,0,50,0,0,"Scott|Deshawn|Brett|Keyshawn|Brad|Terrell|Tyrone|Logan",NA,4,"FL_145|FL_146|FL_144|FL_147","Q84|Q82","Q55|Q54","Like they are an effective communicator|Intelligent|Like they are a problem-solver|Threatening|Trustworthy|Confident|Dominant","Threatening|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Trustworthy","Dominant|Confident|Threatening|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","Intelligent|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Threatening|Dominant|Confident","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","your boss?|your close friend?|your work project team member?|your employee?|your neighbor?","your boss?|your employee?|your neighbor?|your close friend?|your work project team member?","your work project team member?|your boss?|your neighbor?|your close friend?|your employee?","Sort of depressed","Calming, soothing","No","Grated",50,0,0,30,20,"BH",0,40,50,30,50,30,2593,60,47.5,"Deshawn",30,40,50,0,40,50,"d","Black","High",0.5,-0.5
"Speakers",NA,43,"Master's degree","White",NA,"Male","Suburban",NA,5,"Republican",NA,"I do not know what the study is about",NA,"Tyrone,Terrell,Brad","Lucas|Liam|Tyrone|Jackson|Brett|Elijah|Brad|Terrell","2","Unsure",50,50,50,50,50,50,50,50,"Tyrone|Brett|Deshawn|Keyshawn|Logan|Terrell|Brad|Scott",50,50,50,50,50,50,50,50,"Tyrone|Brett|Keyshawn|Logan|Terrell|Deshawn|Brad|Scott",NA,3,"FL_144|FL_145|FL_147|FL_146","Q84|Q82","Q54|Q55","Intelligent|Confident|Trustworthy|Threatening|Like they are an effective communicator|Dominant|Like they are a problem-solver","Confident|Like they are an effective communicator|Threatening|Like they are a problem-solver|Trustworthy|Intelligent|Dominant","Like they are a problem-solver|Confident|Intelligent|Threatening|Dominant|Trustworthy|Like they are an effective communicator","Dominant|Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your neighbor?|your employee?|your close friend?|your work project team member?|your boss?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","Very clear voice.","Voice is much stronger than the last male.",NA,NA,0,0,0,0,21,"BH",100,97,100,0,100,100,6754,92,94.75,"Terrell",100,90,100,0,0,100,"g","Black","High",0.5,-0.5
"Speakers",NA,33,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Brett","Aiden|William|Brett|Lucas|Tyrone|Jackson|Terrell|Scott","4","0",1,0,0,0,100,100,100,100,"Logan|Deshawn|Brad|Brett|Tyrone|Terrell|Keyshawn|Scott",72,84,71,82,0,0,1,0,"Keyshawn|Terrell|Brett|Logan|Tyrone|Deshawn|Brad|Scott",NA,4,"FL_145|FL_147|FL_144|FL_146","Q84|Q82","Q55|Q54","Dominant|Confident|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Threatening","Confident|Threatening|Like they are a problem-solver|Trustworthy|Intelligent|Like they are an effective communicator|Dominant","Trustworthy|Confident|Intelligent|Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator","Like they are a problem-solver|Intelligent|Confident|Dominant|Like they are an effective communicator|Trustworthy|Threatening","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","no","kind of monotone","no","fast talker",83,86,80,37,22,"BH",1,29,20,14,1,1,6861,27,22.75,"Tyrone",1,15,1,42,48.5,17,"h","Black","High",0.5,-0.5
"Headphones",NA,28,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,0,"Democratic",NA,"I do not know what the study is about",NA,"Tyrone,Logan,Noah","Grayson|Elijah|Brad|Noah|Tyrone|Liam|Terrell|Logan","3","1",31,41,31,30,83,83,82,83,"Brett|Keyshawn|Brad|Terrell|Logan|Deshawn|Scott|Tyrone",69,60,70,50,20,20,20,20,"Scott|Tyrone|Terrell|Logan|Brad|Keyshawn|Deshawn|Brett",NA,2,"FL_146|FL_144|FL_147|FL_145","Q82|Q84","Q55|Q54","Intelligent|Confident|Like they are a problem-solver|Dominant|Threatening|Trustworthy|Like they are an effective communicator","Intelligent|Trustworthy|Dominant|Confident|Threatening|Like they are an effective communicator|Like they are a problem-solver","Threatening|Confident|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Dominant|Intelligent","Threatening|Like they are an effective communicator|Trustworthy|Dominant|Confident|Intelligent|Like they are a problem-solver","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your boss?|your work project team member?|your neighbor?|your close friend?","your work project team member?|your boss?|your employee?|your neighbor?|your close friend?","No","No","No","No",47,50,48,49,23,"BH",52,59,57,44,51,51,4143,51,54.25,"Tyrone",51,50,51,0,45.5,53,"e","Black","High",0.5,-0.5
"Headphones",NA,24,"Bachelor's degree in college (4-year)","Hispanic/Latino",NA,"Male","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Liam,William","Grayson|Lucas|Brad|William|Deshawn|Liam|Terrell|Logan","1","3",49,33,13,18,86,72,81,72,"Tyrone|Logan|Scott|Keyshawn|Brett|Brad|Deshawn|Terrell",65,93,99,83,1,9,1,7,"Tyrone|Logan|Terrell|Brad|Deshawn|Keyshawn|Brett|Scott",NA,2,"FL_144|FL_145|FL_147|FL_146","Q82|Q84","Q54|Q55","Like they are an effective communicator|Confident|Intelligent|Threatening|Like they are a problem-solver|Dominant|Trustworthy","Intelligent|Confident|Like they are an effective communicator|Trustworthy|Dominant|Threatening|Like they are a problem-solver","Threatening|Like they are a problem-solver|Intelligent|Confident|Dominant|Trustworthy|Like they are an effective communicator","Dominant|Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Threatening|Confident","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your employee?|your neighbor?|your work project team member?|your boss?|your close friend?","it sounds calm","Sounds unsure and anxious","He sounds like he knows what he's doing here.","He sounds kind of shady to me. I don't know.",30,30,39,57,24,"BH",18,65,68,37,90,91,5999,55,50.25,"Deshawn",90,13,90,2,33.5,70,"a","Black","High",0.5,-0.5
"Headphones",NA,41,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,4,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brad","Aiden|Noah|Deshawn|Jackson|Brett|Elijah|Tyrone|Brad","1","2",24,33,30,30,68,67,72,67,"Scott|Keyshawn|Brad|Tyrone|Brett|Deshawn|Terrell|Logan",72,70,71,69,23,22,21,20,"Keyshawn|Terrell|Tyrone|Brett|Deshawn|Brad|Scott|Logan","Thanks for letting me partake.",3,"FL_144|FL_145|FL_146|FL_147","Q84|Q82","Q54|Q55","Intelligent|Like they are an effective communicator|Confident|Trustworthy|Like they are a problem-solver|Threatening|Dominant","Dominant|Intelligent|Threatening|Confident|Like they are an effective communicator|Trustworthy|Like they are a problem-solver","Dominant|Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Threatening|Confident|Intelligent","Trustworthy|Intelligent|Threatening|Dominant|Like they are an effective communicator|Confident|Like they are a problem-solver","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","Sounds very monotone.","Spoke very quickly.","Spoke to slowly",NA,46,47,45,37,25,"BH",60,72,55,48,65,49,6754,70,67.75,"Deshawn",60,74,61,33,47,54,"g","Black","High",0.5,-0.5
"Speakers",NA,43,"Bachelor's degree in college (4-year)","Asian",NA,"Female","Urban",NA,6,"Independent",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Logan,Brett,Jackson,Grayson","Jackson|William|Logan|Grayson|Brett|Noah|Keyshawn|Terrell","1","1",42,32,36,25,64,31,37,41,"Deshawn|Tyrone|Logan|Brett|Terrell|Scott|Keyshawn|Brad",85,83,74,68,89,78,73,78,"Logan|Scott|Deshawn|Brett|Terrell|Keyshawn|Brad|Tyrone",NA,3,"FL_146|FL_145|FL_144|FL_147","Q84|Q82","Q55|Q54","Confident|Dominant|Like they are an effective communicator|Like they are a problem-solver|Threatening|Trustworthy|Intelligent","Intelligent|Confident|Trustworthy|Like they are an effective communicator|Threatening|Dominant|Like they are a problem-solver","Dominant|Trustworthy|Threatening|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Confident","Intelligent|Confident|Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","your close friend?|your employee?|your work project team member?|your neighbor?|your boss?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","your boss?|your work project team member?|your employee?|your neighbor?|your close friend?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","He seems gentle and easy going",NA,NA,NA,46,36,41,44,26,"BH",6,48,59,45,79,75,3553,60,53,"Terrell",85,45,78,3,45.5,54,"f","Black","High",0.5,-0.5
"Headphones",NA,31,"Bachelor's degree in college (4-year)","White",NA,"Female","Rural",NA,2,"Independent",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","race and voices?","Deshawn,Terrell,Brad,Brett","Aiden|Liam|Deshawn|Elijah|Brad|Lucas|Brett|Terrell","2","2",32,20,22,17,93,86,91,89,"Brett|Logan|Tyrone|Terrell|Deshawn|Scott|Keyshawn|Brad",94,74,88,82,8,12,10,7,"Scott|Keyshawn|Logan|Terrell|Deshawn|Brett|Brad|Tyrone","none",4,"FL_147|FL_144|FL_146|FL_145","Q82|Q84","Q54|Q55","Intelligent|Threatening|Dominant|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver","Threatening|Like they are a problem-solver|Confident|Intelligent|Like they are an effective communicator|Dominant|Trustworthy","Threatening|Dominant|Confident|Intelligent|Like they are a problem-solver|Trustworthy|Like they are an effective communicator","Confident|Dominant|Like they are an effective communicator|Trustworthy|Intelligent|Threatening|Like they are a problem-solver","your boss?|your neighbor?|your close friend?|your work project team member?|your employee?","your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","your boss?|your work project team member?|your neighbor?|your employee?|your close friend?","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","His voice seemed expressive and in a better mood.","His voice is very very low pitched, so it's harder to distinguish the words to me.","It sounds like he reads and thinks quickly.","It seems rather uninspired and bland.",49,48,44,50,27,"BH",51,56,51,46,54,54,2593,59,54.25,"Deshawn",64,51,60,42,47.5,51,"d","Black","High",0.5,-0.5
"Headphones",NA,40,"Bachelor's degree in college (4-year)","White",NA,"Male","Urban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Logan,Noah","Elijah|William|Keyshawn|Grayson|Scott|Noah|Terrell|Logan","3","1",58,47,52,54,60,40,39,67,"Keyshawn|Brad|Tyrone|Scott|Logan|Deshawn|Brett|Terrell",40,50,44,62,28,63,48,46,"Deshawn|Terrell|Scott|Tyrone|Brad|Logan|Keyshawn|Brett",NA,2,"FL_147|FL_145|FL_146|FL_144","Q82|Q84","Q55|Q54","Like they are a problem-solver|Threatening|Like they are an effective communicator|Confident|Intelligent|Trustworthy|Dominant","Like they are an effective communicator|Like they are a problem-solver|Confident|Intelligent|Dominant|Threatening|Trustworthy","Confident|Trustworthy|Dominant|Threatening|Like they are an effective communicator|Intelligent|Like they are a problem-solver","Intelligent|Threatening|Dominant|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your close friend?|your employee?|your work project team member?|your neighbor?|your boss?","your work project team member?|your employee?|your boss?|your close friend?|your neighbor?","",NA,NA,NA,50,8,13,52,28,"BH",53,38,69,68,65,58,4143,55,47.75,"Keyshawn",44,29,35,47,59,50,"e","Black","High",0.5,-0.5
"Headphones",NA,25,"Some college but no degree","White",NA,"Female","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Brad,Logan,Liam","Liam|William|Logan|Elijah|Tyrone|Aiden|Keyshawn|Brad","Unsure","Unsure",25,25,25,25,74,74,79,73,"Terrell|Tyrone|Deshawn|Brett|Logan|Brad|Scott|Keyshawn",73,82,82,50,21,28,30,28,"Brett|Keyshawn|Scott|Tyrone|Terrell|Brad|Logan|Deshawn",NA,3,"FL_144|FL_145|FL_147|FL_146","Q84|Q82","Q55|Q54","Trustworthy|Intelligent|Threatening|Like they are an effective communicator|Dominant|Like they are a problem-solver|Confident","Dominant|Threatening|Confident|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Trustworthy","Intelligent|Dominant|Trustworthy|Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver","Intelligent|Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver|Trustworthy|Dominant","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","They sounded very unsure.",NA,NA,NA,40,65,16,11,29,"BH",72,52,47,64,73,73,2593,65,62.5,"Keyshawn",73,86,72,6,52,60,"d","Black","High",0.5,-0.5
